game_id,season,game_type,week,gameday,gametime,away_team,away_score,home_team,home_score,result,overtime,location,spread_line,total_line,away_moneyline,home_moneyline,espn,away_coach,home_coach,away_rest,home_rest,roof,surface,temp,wind,away_qb_name,home_qb_name,referee,stadium_id,stadium
2026_08_ARI_DAL,2026,REG,8,2026-11-01,13:00,ARI,,DAL,,,,Home,,,,,401873024,Jonathan Gannon,Brian Schottenheimer,7,6,,matrixturf,,,,,,DAL00,AT&T Stadium
2026_08_ATL_TB,2026,REG,8,2026-11-01,13:00,ATL,,TB,,,,Home,4.5,46.5,185.0,-225.0,401873025,Raheem Morris,Todd Bowles,7,7,outdoors,grass,,,,,,TAM00,Raymond James Stadium
2026_08_BAL_BUF,2026,REG,8,2026-11-01,13:00,BAL,,BUF,,,,Home,2.5,51.5,114.0,-135.0,401873026,Jesse Minter,Sean McDermott,7,14,outdoors,a_turf,,,,,,BUF00,Highmark Stadium
2026_08_CLE_PIT,2026,REG,8,2026-11-01,13:00,CLE,,PIT,,,,Home,,,,,401873027,Todd Monken,Mike McCarthy,7,7,outdoors,grass,,,,,,PIT00,Acrisure Stadium
2026_08_IND_JAX,2026,REG,8,2026-11-01,13:00,IND,,JAX,,,,Home,,,,,401873028,Shane Steichen,Liam Coen,7,14,outdoors,grass,,,,,,JAX00,EverBank Stadium
2026_08_KC_DEN,2026,REG,8,2026-11-01,16:25,KC,,DEN,,,,Home,,,,,401873033,Andy Reid,Sean Payton,7,7,outdoors,grass,,,,,,DEN00,Empower Field at Mile High
2026_08_LAC_LA,2026,REG,8,2026-11-01,16:05,LAC,,LAR,,,,Home,,,,,401873032,Jim Harbaugh,Sean McVay,14,7,dome,matrixturf,,,,,,LAX01,SoFi Stadium
2026_08_LV_NYJ,2026,REG,8,2026-11-01,13:00,LV,,NYJ,,,,Home,1.5,40.5,102.0,-122.0,401873029,Klint Kubliak,Aaron Glenn,7,7,outdoors,fieldturf,,,,,,NYC01,MetLife Stadium
2026_08_MIN_DET,2026,REG,8,2026-11-01,13:00,MIN,,DET,,,,Home,4.5,47.5,185.0,-225.0,401873030,Kevin O'Connell,Dan Campbell,7,7,dome,fieldturf,,,,,,DET00,Ford Field
2026_08_NE_MIA,2026,REG,8,2026-11-01,16:25,NE,,MIA,,,,Home,,,,,401873034,Mike Vrabel,Jeff Hafley,10,7,outdoors,grass,,,,,,MIA00,Hard Rock Stadium
2026_08_PHI_WAS,2026,REG,8,2026-11-01,20:20,PHI,,WAS,,,,Home,,,,,401873035,Nick Sirianni,Dan Quinn,6,13,outdoors,grass,,,,,,WAS00,Northwest Stadium
2026_08_TEN_CIN,2026,REG,8,2026-11-01,13:00,TEN,,CIN,,,,Home,,,,,401873031,Robert Saleh,Zac Taylor,7,7,outdoors,fieldturf,,,,,,CIN00,Paycor Stadium
2026_08_CHI_SEA,2026,REG,8,2026-11-02,20:15,CHI,,SEA,,,,Home,,,,,401873036,Ben Johnson,Mike Macdonald,11,8,outdoors,fieldturf,,,,,,SEA00,Lumen Field
2026_09_JAX_BAL,2026,REG,9,2026-11-05,20:15,JAX,,BAL,,,,Home,,,,,401873037,Liam Coen,Jesse Minter,4,4,outdoors,grass,,,,,,BAL00,M&T Bank Stadium
2026_09_ARI_SEA,2026,REG,9,2026-11-08,16:25,ARI,,SEA,,,,Home,,,,,401873048,Jonathan Gannon,Mike Macdonald,7,6,outdoors,fieldturf,,,,,,SEA00,Lumen Field
2026_09_CIN_ATL,2026,REG,9,2026-11-08,09:30,CIN,,ATL,,,,Neutral,,,,,401873038,Zac Taylor,Raheem Morris,7,7,,fieldturf,,,,,,MAD01,Bernabeu
2026_09_CLE_NO,2026,REG,9,2026-11-08,13:00,CLE,,NO,,,,Home,,,,,401873039,Todd Monken,Kellen Moore,7,14,dome,sportturf,,,,,,NOR00,Caesars Superdome
2026_09_DAL_IND,2026,REG,9,2026-11-08,13:00,DAL,,IND,,,,Home,,,,,401873040,Brian Schottenheimer,Shane Steichen,7,7,,fieldturf,,,,,,IND00,Lucas Oil Stadium
2026_09_DEN_CAR,2026,REG,9,2026-11-08,13:00,DEN,,CAR,,,,Home,,,,,401873041,Sean Payton,Dave Canales,7,10,outdoors,grass,,,,,,CAR00,Bank of America Stadium
2026_09_DET_MIA,2026,REG,9,2026-11-08,13:00,DET,,MIA,,,,Home,,,,,401873042,Dan Campbell,Jeff Hafley,7,7,outdoors,grass,,,,,,MIA00,Hard Rock Stadium
2026_09_GB_NE,2026,REG,9,2026-11-08,16:25,GB,,NE,,,,Home,,,,,401873049,Matt LaFleur,Mike Vrabel,10,7,outdoors,fieldturf,,,,,,BOS00,Gillette Stadium
2026_09_HOU_LAC,2026,REG,9,2026-11-08,16:05,HOU,,LAC,,,,Home,,,,,401873046,DeMeco Ryans,Jim Harbaugh,14,7,dome,matrixturf,,,,,,LAX01,SoFi Stadium
2026_09_LA_WAS,2026,REG,9,2026-11-08,13:00,LAR,,WAS,,,,Home,,,,,401873043,Sean McVay,Dan Quinn,7,7,outdoors,grass,,,,,,WAS00,Northwest Stadium
2026_09_LV_SF,2026,REG,9,2026-11-08,16:05,LV,,SF,,,,Home,,,,,401873047,Klint Kubliak,Kyle Shanahan,7,14,outdoors,grass,,,,,,SFO01,Levi's Stadium
2026_09_NYG_PHI,2026,REG,9,2026-11-08,13:00,NYG,,PHI,,,,Home,,,,,401873044,John Harbaugh,Nick Sirianni,14,7,outdoors,grass,,,,,,PHI00,Lincoln Financial Field
2026_09_NYJ_KC,2026,REG,9,2026-11-08,13:00,NYJ,,KC,,,,Home,,,,,401873045,Aaron Glenn,Andy Reid,7,7,outdoors,grass,,,,,,KAN00,GEHA Field at Arrowhead Stadium
2026_09_TB_CHI,2026,REG,9,2026-11-08,20:20,TB,,CHI,,,,Home,,,,,401873050,Todd Bowles,Ben Johnson,7,6,outdoors,grass,,,,,,CHI98,Soldier Field
2026_09_BUF_MIN,2026,REG,9,2026-11-09,20:15,BUF,,MIN,,,,Home,,,,,401873051,Sean McDermott,Kevin O'Connell,8,8,dome,sportturf,,,,,,MIN01,U.S. Bank Stadium
2026_10_WAS_NYG,2026,REG,10,2026-11-12,20:15,WAS,,NYG,,,,Home,,,,,401873052,Dan Quinn,John Harbaugh,4,4,outdoors,fieldturf,,,,,,NYC01,MetLife Stadium
2026_10_BUF_NYJ,2026,REG,10,2026-11-15,13:00,BUF,,NYJ,,,,Home,,,,,401873054,Sean McDermott,Aaron Glenn,6,7,outdoors,fieldturf,,,,,,NYC01,MetLife Stadium
2026_10_CAR_NO,2026,REG,10,2026-11-15,13:00,CAR,,NO,,,,Home,,,,,401873055,Dave Canales,Kellen Moore,7,7,dome,sportturf,,,,,,NOR00,Caesars Superdome
2026_10_HOU_CLE,2026,REG,10,2026-11-15,13:00,HOU,,CLE,,,,Home,,,,,401873056,DeMeco Ryans,Todd Monken,7,7,outdoors,grass,,,,,,CLE00,Huntington Bank Field
2026_10_JAX_TEN,2026,REG,10,2026-11-15,13:00,JAX,,TEN,,,,Home,,,,,401873057,Liam Coen,Robert Saleh,10,14,outdoors,grass,,,,,,NAS00,Nissan Stadium
2026_10_KC_ATL,2026,REG,10,2026-11-15,13:00,KC,,ATL,,,,Home,,,,,401873058,Andy Reid,Raheem Morris,7,7,,fieldturf,,,,,,ATL97,Mercedes-Benz Stadium
2026_10_LA_ARI,2026,REG,10,2026-11-15,16:05,LAR,,ARI,,,,Home,,,,,401873061,Sean McVay,Jonathan Gannon,7,7,,grass,,,,,,PHO00,State Farm Stadium
2026_10_MIA_IND,2026,REG,10,2026-11-15,13:00,MIA,,IND,,,,Home,,,,,401873059,Jeff Hafley,Shane Steichen,7,7,,fieldturf,,,,,,IND00,Lucas Oil Stadium
2026_10_MIN_GB,2026,REG,10,2026-11-15,13:00,MIN,,GB,,,,Home,,,,,401873060,Kevin O'Connell,Matt LaFleur,6,7,outdoors,grass,,,,,,GNB00,Lambeau Field
2026_10_NE_DET,2026,REG,10,2026-11-15,09:30,NE,,DET,,,,Neutral,,,,,401873053,Mike Vrabel,Dan Campbell,7,7,dome,fieldturf,,,,,,MUN01,FC Bayern Munich Stadium
2026_10_PIT_CIN,2026,REG,10,2026-11-15,20:20,PIT,,CIN,,,,Home,,,,,401873064,Mike McCarthy,Zac Taylor,14,7,outdoors,fieldturf,,,,,,CIN00,Paycor Stadium
2026_10_SEA_LV,2026,REG,10,2026-11-15,16:05,SEA,,LV,,,,Home,,,,,401873062,Mike Macdonald,Klint Kubliak,7,7,dome,grass,,,,,,VEG00,Allegiant Stadium
2026_10_SF_DAL,2026,REG,10,2026-11-15,16:25,SF,,DAL,,,,Home,,,,,401873063,Kyle Shanahan,Brian Schottenheimer,7,7,,matrixturf,,,,,,DAL00,AT&T Stadium
2026_10_LAC_BAL,2026,REG,10,2026-11-16,20:15,LAC,,BAL,,,,Home,,,,,401873065,Jim Harbaugh,Jesse Minter,8,11,outdoors,grass,,,,,,BAL00,M&T Bank Stadium
2026_11_IND_HOU,2026,REG,11,2026-11-19,20:15,IND,,HOU,,,,Home,,,,,401873066,Shane Steichen,DeMeco Ryans,4,4,,astroturf,,,,,,HOU00,Reliant Stadium
2026_11_ARI_KC,2026,REG,11,2026-11-22,13:00,ARI,,KC,,,,Home,,,,,401873067,Jonathan Gannon,Andy Reid,7,7,outdoors,grass,,,,,,KAN00,GEHA Field at Arrowhead Stadium
2026_11_BAL_CAR,2026,REG,11,2026-11-22,13:00,BAL,,CAR,,,,Home,,,,,401873068,Jesse Minter,Dave Canales,6,7,outdoors,grass,,,,,,CAR00,Bank of America Stadium
2026_11_JAX_NYG,2026,REG,11,2026-11-22,13:00,JAX,,NYG,,,,Home,,,,,401873069,Liam Coen,John Harbaugh,7,10,outdoors,fieldturf,,,,,,NYC01,MetLife Stadium
2026_11_LV_DEN,2026,REG,11,2026-11-22,16:25,LV,,DEN,,,,Home,,,,,401873075,Klint Kubliak,Sean Payton,7,14,outdoors,grass,,,,,,DEN00,Empower Field at Mile High
2026_11_MIA_BUF,2026,REG,11,2026-11-22,13:00,MIA,,BUF,,,,Home,,,,,401873070,Jeff Hafley,Sean McDermott,7,7,outdoors,a_turf,,,,,,BUF00,Highmark Stadium
2026_11_MIN_SF,2026,REG,11,2026-11-22,20:20,MIN,,SF,,,,Neutral,,,,,401873077,Kevin O'Connell,Kyle Shanahan,7,7,outdoors,grass,,,,,,MEX00,Estadio Banorte
2026_11_NO_CHI,2026,REG,11,2026-11-22,13:00,NO,,CHI,,,,Home,,,,,401873071,Kellen Moore,Ben Johnson,7,14,outdoors,grass,,,,,,CHI98,Soldier Field
2026_11_NYJ_LAC,2026,REG,11,2026-11-22,16:05,NYJ,,LAC,,,,Home,,,,,401873074,Aaron Glenn,Jim Harbaugh,7,6,dome,matrixturf,,,,,,LAX01,SoFi Stadium
2026_11_PIT_PHI,2026,REG,11,2026-11-22,16:25,PIT,,PHI,,,,Home,,,,,401873076,Mike McCarthy,Nick Sirianni,7,14,outdoors,grass,,,,,,PHI00,Lincoln Financial Field
2026_11_TB_DET,2026,REG,11,2026-11-22,13:00,TB,,DET,,,,Home,,,,,401873072,Todd Bowles,Dan Campbell,14,7,dome,fieldturf,,,,,,DET00,Ford Field
2026_11_TEN_DAL,2026,REG,11,2026-11-22,13:00,TEN,,DAL,,,,Home,,,,,401873073,Robert Saleh,Brian Schottenheimer,7,7,,matrixturf,,,,,,DAL00,AT&T Stadium
2026_11_CIN_WAS,2026,REG,11,2026-11-23,20:15,CIN,,WAS,,,,Home,,,,,401873078,Zac Taylor,Dan Quinn,8,11,outdoors,grass,,,,,,WAS00,Northwest Stadium
2026_12_GB_LA,2026,REG,12,2026-11-25,20:00,GB,,LAR,,,,Home,,,,,401873079,Matt LaFleur,Sean McVay,10,10,dome,matrixturf,,,,,,LAX01,SoFi Stadium
2026_12_CHI_DET,2026,REG,12,2026-11-26,13:00,CHI,,DET,,,,Home,,,,,401873081,Ben Johnson,Dan Campbell,4,4,dome,fieldturf,,,,,,DET00,Ford Field
2026_12_KC_BUF,2026,REG,12,2026-11-26,20:20,KC,,BUF,,,,Home,,,,,401873082,Andy Reid,Sean McDermott,4,4,outdoors,a_turf,,,,,,BUF00,Highmark Stadium
2026_12_PHI_DAL,2026,REG,12,2026-11-26,16:30,PHI,,DAL,,,,Home,,,,,401873080,Nick Sirianni,Brian Schottenheimer,4,4,,matrixturf,,,,,,DAL00,AT&T Stadium
2026_12_DEN_PIT,2026,REG,12,2026-11-27,15:00,DEN,,PIT,,,,Home,,,,,401873083,Sean Payton,Mike McCarthy,5,5,outdoors,grass,,,,,,PIT00,Acrisure Stadium
2026_12_ATL_MIN,2026,REG,12,2026-11-29,13:00,ATL,,MIN,,,,Home,,,,,401873084,Raheem Morris,Kevin O'Connell,14,7,dome,sportturf,,,,,,MIN01,U.S. Bank Stadium
2026_12_BAL_HOU,2026,REG,12,2026-11-29,13:00,BAL,,HOU,,,,Home,,,,,401873085,Jesse Minter,DeMeco Ryans,7,10,,astroturf,,,,,,HOU00,Reliant Stadium
2026_12_LV_CLE,2026,REG,12,2026-11-29,13:00,LV,,CLE,,,,Home,,,,,401873086,Klint Kubliak,Todd Monken,7,14,outdoors,grass,,,,,,CLE00,Huntington Bank Field
2026_12_NE_LAC,2026,REG,12,2026-11-29,20:20,NE,,LAC,,,,Home,,,,,401873093,Mike Vrabel,Jim Harbaugh,14,7,dome,matrixturf,,,,,,LAX01,SoFi Stadium
2026_12_NO_CIN,2026,REG,12,2026-11-29,13:00,NO,,CIN,,,,Home,,,,,401873087,Kellen Moore,Zac Taylor,7,6,outdoors,fieldturf,,,,,,CIN00,Paycor Stadium
2026_12_NYG_IND,2026,REG,12,2026-11-29,13:00,NYG,,IND,,,,Home,,,,,401873088,John Harbaugh,Shane Steichen,7,10,,fieldturf,,,,,,IND00,Lucas Oil Stadium
2026_12_NYJ_MIA,2026,REG,12,2026-11-29,13:00,NYJ,,MIA,,,,Home,,,,,401873089,Aaron Glenn,Jeff Hafley,7,7,outdoors,grass,,,,,,MIA00,Hard Rock Stadium
2026_12_SEA_SF,2026,REG,12,2026-11-29,16:25,SEA,,SF,,,,Home,,,,,401873091,Mike Macdonald,Kyle Shanahan,14,7,outdoors,grass,,,,,,SFO01,Levi's Stadium
2026_12_TEN_JAX,2026,REG,12,2026-11-29,16:05,TEN,,JAX,,,,Home,,,,,401873090,Robert Saleh,Liam Coen,7,7,outdoors,grass,,,,,,JAX00,EverBank Stadium
2026_12_WAS_ARI,2026,REG,12,2026-11-29,16:25,WAS,,ARI,,,,Home,,,,,401873092,Dan Quinn,Jonathan Gannon,6,7,,grass,,,,,,PHO00,State Farm Stadium
2026_12_CAR_TB,2026,REG,12,2026-11-30,20:15,CAR,,TB,,,,Home,,,,,401873094,Dave Canales,Todd Bowles,8,8,outdoors,grass,,,,,,TAM00,Raymond James Stadium
2026_13_KC_LA,2026,REG,13,2026-12-03,20:15,KC,,LAR,,,,Home,,,,,401873096,Andy Reid,Sean McVay,7,8,dome,matrixturf,,,,,,LAX01,SoFi Stadium
2026_13_BUF_NE,2026,REG,13,2026-12-06,16:25,BUF,,NE,,,,Home,,,,,401873105,Sean McDermott,Mike Vrabel,10,7,outdoors,fieldturf,,,,,,BOS00,Gillette Stadium
2026_13_CAR_MIN,2026,REG,13,2026-12-06,16:25,CAR,,MIN,,,,Home,,,,,401873106,Dave Canales,Kevin O'Connell,6,7,dome,sportturf,,,,,,MIN01,U.S. Bank Stadium
2026_13_CIN_CLE,2026,REG,13,2026-12-06,13:00,CIN,,CLE,,,,Home,,,,,401873097,Zac Taylor,Todd Monken,7,7,outdoors,grass,,,,,,CLE00,Huntington Bank Field
2026_13_DET_ATL,2026,REG,13,2026-12-06,13:00,DET,,ATL,,,,Home,,,,,401873098,Dan Campbell,Raheem Morris,10,7,,fieldturf,,,,,,ATL97,Mercedes-Benz Stadium
2026_13_GB_NO,2026,REG,13,2026-12-06,13:00,GB,,NO,,,,Home,,,,,401873099,Matt LaFleur,Kellen Moore,11,7,dome,sportturf,,,,,,NOR00,Caesars Superdome
2026_13_HOU_PIT,2026,REG,13,2026-12-06,20:20,HOU,,PIT,,,,Home,,,,,401873107,DeMeco Ryans,Mike McCarthy,7,9,outdoors,grass,,,,,,PIT00,Acrisure Stadium
2026_13_JAX_CHI,2026,REG,13,2026-12-06,13:00,JAX,,CHI,,,,Home,,,,,401873100,Liam Coen,Ben Johnson,7,10,outdoors,grass,,,,,,CHI98,Soldier Field
2026_13_LAC_TB,2026,REG,13,2026-12-06,13:00,LAC,,TB,,,,Home,,,,,401873101,Jim Harbaugh,Todd Bowles,7,6,outdoors,grass,,,,,,TAM00,Raymond James Stadium
2026_13_MIA_DEN,2026,REG,13,2026-12-06,16:05,MIA,,DEN,,,,Home,,,,,401873103,Jeff Hafley,Sean Payton,7,9,outdoors,grass,,,,,,DEN00,Empower Field at Mile High
2026_13_PHI_ARI,2026,REG,13,2026-12-06,16:05,PHI,,ARI,,,,Home,,,,,401873104,Nick Sirianni,Jonathan Gannon,10,7,,grass,,,,,,PHO00,State Farm Stadium
2026_13_SF_NYG,2026,REG,13,2026-12-06,13:00,SF,,NYG,,,,Home,,,,,401873095,Kyle Shanahan,John Harbaugh,7,7,outdoors,fieldturf,,,,,,NYC01,MetLife Stadium
2026_13_WAS_TEN,2026,REG,13,2026-12-06,13:00,WAS,,TEN,,,,Home,,,,,401873102,Dan Quinn,Robert Saleh,7,7,outdoors,grass,,,,,,NAS00,Nissan Stadium
2026_13_DAL_SEA,2026,REG,13,2026-12-07,20:15,DAL,,SEA,,,,Home,,,,,401873108,Brian Schottenheimer,Mike Macdonald,11,8,outdoors,fieldturf,,,,,,SEA00,Lumen Field
2026_14_MIN_NE,2026,REG,14,2026-12-10,20:15,MIN,,NE,,,,Home,,,,,401873109,Kevin O'Connell,Mike Vrabel,4,4,outdoors,fieldturf,,,,,,BOS00,Gillette Stadium
2026_14_ATL_CLE,2026,REG,14,2026-12-13,13:00,ATL,,CLE,,,,Home,,,,,401873110,Raheem Morris,Todd Monken,7,7,outdoors,grass,,,,,,CLE00,Huntington Bank Field
2026_14_BUF_GB,2026,REG,14,2026-12-13,20:20,BUF,,GB,,,,Home,,,,,401873122,Sean McDermott,Matt LaFleur,7,7,outdoors,grass,,,,,,GNB00,Lambeau Field
2026_14_CHI_MIA,2026,REG,14,2026-12-13,13:00,CHI,,MIA,,,,Home,,,,,401873111,Ben Johnson,Jeff Hafley,7,7,outdoors,grass,,,,,,MIA00,Hard Rock Stadium
2026_14_DEN_NYJ,2026,REG,14,2026-12-13,13:00,DEN,,NYJ,,,,Home,,,,,401873112,Sean Payton,Aaron Glenn,7,14,outdoors,fieldturf,,,,,,NYC01,MetLife Stadium
2026_14_HOU_WAS,2026,REG,14,2026-12-13,13:00,HOU,,WAS,,,,Home,,,,,401873113,DeMeco Ryans,Dan Quinn,7,7,outdoors,grass,,,,,,WAS00,Northwest Stadium
2026_14_IND_PHI,2026,REG,14,2026-12-13,13:00,IND,,PHI,,,,Home,,,,,401873114,Shane Steichen,Nick Sirianni,14,7,outdoors,grass,,,,,,PHI00,Lincoln Financial Field
2026_14_KC_CIN,2026,REG,14,2026-12-13,16:25,KC,,CIN,,,,Home,,,,,401873119,Andy Reid,Zac Taylor,10,7,outdoors,fieldturf,,,,,,CIN00,Paycor Stadium
2026_14_LAC_LV,2026,REG,14,2026-12-13,16:05,LAC,,LV,,,,Home,,,,,401873118,Jim Harbaugh,Klint Kubliak,7,14,dome,grass,,,,,,VEG00,Allegiant Stadium
2026_14_LA_SF,2026,REG,14,2026-12-13,16:25,LAR,,SF,,,,Home,,,,,401873120,Sean McVay,Kyle Shanahan,10,7,outdoors,grass,,,,,,SFO01,Levi's Stadium
2026_14_NO_CAR,2026,REG,14,2026-12-13,13:00,NO,,CAR,,,,Home,,,,,401873115,Kellen Moore,Dave Canales,7,7,outdoors,grass,,,,,,CAR00,Bank of America Stadium
2026_14_NYG_SEA,2026,REG,14,2026-12-13,16:25,NYG,,SEA,,,,Home,,,,,401873121,John Harbaugh,Mike Macdonald,7,6,outdoors,fieldturf,,,,,,SEA00,Lumen Field
2026_14_TB_BAL,2026,REG,14,2026-12-13,13:00,TB,,BAL,,,,Home,,,,,401873116,Todd Bowles,Jesse Minter,7,14,outdoors,grass,,,,,,BAL00,M&T Bank Stadium
2026_14_TEN_DET,2026,REG,14,2026-12-13,13:00,TEN,,DET,,,,Home,,,,,401873117,Robert Saleh,Dan Campbell,7,7,dome,fieldturf,,,,,,DET00,Ford Field
2026_14_PIT_JAX,2026,REG,14,2026-12-14,20:15,PIT,,JAX,,,,Home,,,,,401873123,Mike McCarthy,Liam Coen,8,8,outdoors,grass,,,,,,JAX00,EverBank Stadium
2026_15_SF_LAC,2026,REG,15,2026-12-17,20:15,SF,,LAC,,,,Home,,,,,401873124,Kyle Shanahan,Jim Harbaugh,4,4,dome,matrixturf,,,,,,LAX01,SoFi Stadium
2026_15_CHI_BUF,2026,REG,15,2026-12-19,20:20,CHI,,BUF,,,,Home,,,,,401873126,Ben Johnson,Sean McDermott,6,6,outdoors,a_turf,,,,,,BUF00,Highmark Stadium
2026_15_SEA_PHI,2026,REG,15,2026-12-19,17:00,SEA,,PHI,,,,Home,,,,,401873125,Mike Macdonald,Nick Sirianni,6,6,outdoors,grass,,,,,,PHI00,Lincoln Financial Field
2026_15_ATL_WAS,2026,REG,15,2026-12-20,13:00,ATL,,WAS,,,,Home,,,,,401873127,Raheem Morris,Dan Quinn,7,7,outdoors,grass,,,,,,WAS00,Northwest Stadium
2026_15_BAL_PIT,2026,REG,15,2026-12-20,13:00,BAL,,PIT,,,,Home,,,,,401873128,Jesse Minter,Mike McCarthy,7,6,outdoors,grass,,,,,,PIT00,Acrisure Stadium
2026_15_CIN_CAR,2026,REG,15,2026-12-20,13:00,CIN,,CAR,,,,Home,,,,,401873129,Zac Taylor,Dave Canales,7,7,outdoors,grass,,,,,,CAR00,Bank of America Stadium
2026_15_CLE_NYG,2026,REG,15,2026-12-20,13:00,CLE,,NYG,,,,Home,,,,,401873130,Todd Monken,John Harbaugh,7,7,outdoors,fieldturf,,,,,,NYC01,MetLife Stadium
2026_15_DAL_LA,2026,REG,15,2026-12-20,16:25,DAL,,LAR,,,,Home,,,,,401873136,Brian Schottenheimer,Sean McVay,13,7,dome,matrixturf,,,,,,LAX01,SoFi Stadium
2026_15_DEN_LV,2026,REG,15,2026-12-20,16:25,DEN,,LV,,,,Home,,,,,401873137,Sean Payton,Klint Kubliak,7,7,dome,grass,,,,,,VEG00,Allegiant Stadium
2026_15_DET_MIN,2026,REG,15,2026-12-20,20:20,DET,,MIN,,,,Home,,,,,401873138,Dan Campbell,Kevin O'Connell,7,10,dome,sportturf,,,,,,MIN01,U.S. Bank Stadium
2026_15_IND_TEN,2026,REG,15,2026-12-20,13:00,IND,,TEN,,,,Home,,,,,401873131,Shane Steichen,Robert Saleh,7,7,outdoors,grass,,,,,,NAS00,Nissan Stadium
2026_15_JAX_HOU,2026,REG,15,2026-12-20,13:00,JAX,,HOU,,,,Home,,,,,401873132,Liam Coen,DeMeco Ryans,6,7,,astroturf,,,,,,HOU00,Reliant Stadium
2026_15_MIA_GB,2026,REG,15,2026-12-20,13:00,MIA,,GB,,,,Home,,,,,401873133,Jeff Hafley,Matt LaFleur,7,7,outdoors,grass,,,,,,GNB00,Lambeau Field
2026_15_NO_TB,2026,REG,15,2026-12-20,13:00,NO,,TB,,,,Home,,,,,401873134,Kellen Moore,Todd Bowles,7,7,outdoors,grass,,,,,,TAM00,Raymond James Stadium
2026_15_NYJ_ARI,2026,REG,15,2026-12-20,16:05,NYJ,,ARI,,,,Home,,,,,401873135,Aaron Glenn,Jonathan Gannon,7,14,,grass,,,,,,PHO00,State Farm Stadium
2026_15_NE_KC,2026,REG,15,2026-12-21,20:15,NE,,KC,,,,Home,,,,,401873139,Mike Vrabel,Andy Reid,11,8,outdoors,grass,,,,,,KAN00,GEHA Field at Arrowhead Stadium
2026_16_HOU_PHI,2026,REG,16,2026-12-24,20:15,HOU,,PHI,,,,Home,,,,,401873140,DeMeco Ryans,Nick Sirianni,4,5,outdoors,grass,,,,,,PHI00,Lincoln Financial Field
2026_16_BUF_DEN,2026,REG,16,2026-12-25,16:30,BUF,,DEN,,,,Home,,,,,401873142,Sean McDermott,Sean Payton,6,5,outdoors,grass,,,,,,DEN00,Empower Field at Mile High
2026_16_GB_CHI,2026,REG,16,2026-12-25,13:00,GB,,CHI,,,,Home,,,,,401873141,Matt LaFleur,Ben Johnson,5,6,outdoors,grass,,,,,,CHI98,Soldier Field
2026_16_LA_SEA,2026,REG,16,2026-12-25,20:15,LAR,,SEA,,,,Home,,,,,401873143,Sean McVay,Mike Macdonald,5,6,outdoors,fieldturf,,,,,,SEA00,Lumen Field
2026_16_ARI_NO,2026,REG,16,2026-12-27,13:00,ARI,,NO,,,,Home,,,,,401873148,Jonathan Gannon,Kellen Moore,7,7,dome,sportturf,,,,,,NOR00,Caesars Superdome
2026_16_CAR_PIT,2026,REG,16,2026-12-27,13:00,CAR,,PIT,,,,Home,,,,,401873144,Dave Canales,Mike McCarthy,7,7,outdoors,grass,,,,,,PIT00,Acrisure Stadium
2026_16_CIN_IND,2026,REG,16,2026-12-27,13:00,CIN,,IND,,,,Home,,,,,401873145,Zac Taylor,Shane Steichen,7,7,,fieldturf,,,,,,IND00,Lucas Oil Stadium
2026_16_CLE_BAL,2026,REG,16,2026-12-27,13:00,CLE,,BAL,,,,Home,,,,,401873149,Todd Monken,Jesse Minter,7,7,outdoors,grass,,,,,,BAL00,M&T Bank Stadium
2026_16_JAX_DAL,2026,REG,16,2026-12-27,20:20,JAX,,DAL,,,,Home,,,,,401873154,Liam Coen,Brian Schottenheimer,7,7,,matrixturf,,,,,,DAL00,AT&T Stadium
2026_16_LAC_MIA,2026,REG,16,2026-12-27,13:00,LAC,,MIA,,,,Home,,,,,401873150,Jim Harbaugh,Jeff Hafley,10,7,outdoors,grass,,,,,,MIA00,Hard Rock Stadium
2026_16_NE_NYJ,2026,REG,16,2026-12-27,13:00,NE,,NYJ,,,,Home,,,,,401873151,Mike Vrabel,Aaron Glenn,6,7,outdoors,fieldturf,,,,,,NYC01,MetLife Stadium
2026_16_SF_KC,2026,REG,16,2026-12-27,16:25,SF,,KC,,,,Home,,,,,401873153,Kyle Shanahan,Andy Reid,10,6,outdoors,grass,,,,,,KAN00,GEHA Field at Arrowhead Stadium
2026_16_TB_ATL,2026,REG,16,2026-12-27,13:00,TB,,ATL,,,,Home,,,,,401873146,Todd Bowles,Raheem Morris,7,7,,fieldturf,,,,,,ATL97,Mercedes-Benz Stadium
2026_16_TEN_LV,2026,REG,16,2026-12-27,16:05,TEN,,LV,,,,Home,,,,,401873152,Robert Saleh,Klint Kubliak,7,7,dome,grass,,,,,,VEG00,Allegiant Stadium
2026_16_WAS_MIN,2026,REG,16,2026-12-27,13:00,WAS,,MIN,,,,Home,,,,,401873147,Dan Quinn,Kevin O'Connell,7,7,dome,sportturf,,,,,,MIN01,U.S. Bank Stadium
2026_16_NYG_DET,2026,REG,16,2026-12-28,20:15,NYG,,DET,,,,Home,,,,,401873155,John Harbaugh,Dan Campbell,8,8,dome,fieldturf,,,,,,DET00,Ford Field
2026_17_BAL_CIN,2026,REG,17,2026-12-31,20:15,BAL,,CIN,,,,Home,,,,,401873156,Jesse Minter,Zac Taylor,4,4,outdoors,fieldturf,,,,,,CIN00,Paycor Stadium
2026_17_BUF_MIA,2026,REG,17,2027-01-03,13:00,BUF,,MIA,,,,Home,,,,,401873161,Sean McDermott,Jeff Hafley,9,7,outdoors,grass,,,,,,MIA00,Hard Rock Stadium
